Id,equityValuation,AverageSimilarStartupValuation,roundInvestment,city,Assets,AverageFounderTeamAgeFunding,DIPP,FilterFounderNumFounder,PAT,Revenue,SumOfCharges,EducationAbsolute,ExperienceAbsolute,Incubator/Accelerator,AI and ML,Adtech,Agritech and Farming,Apps,Biotech,Business Support Services,Clean-Tech,Clothing and Apparel,Commerce and Shopping,Community and Lifestyle,Consumer Electronics,Consumer Products,Consumer Services,Content and Publishing,Data and Analytics,Defence-Tech,Design,Edu-Tech,Energy,Events and Concerts,Fin-Tech,Food and Beverage,Game-Tech,Government,Hardware and Technology,Health-Tech,Information Technology,Internet Services,Manufacturing,Media and Entertainment,Messaging and Communications,Metaverse,Mobile,Music and Audio,Natural Resources,Navigation and Mapping,Others,Payments,Platforms,Privacy and Security,Professional Services,Real Estate,Sales and Marketing,Science and Engineering,Software,Sports,Transportation and Logistics,Travel and Tourism,Video,Web 3.0,current_age,funding_age,predicted_capital,predicted_rating,RatioWomenFounders,FounderDiversity,IndianInvestors,InternationalInvestors,IndianFunds,InternationalFunds,RegularInvestor,RegularFund,Num Deals,Deal Value Growth
1433,252.7,,66.0,1,Unknown,38.0,Yes,1.0,Negative Profits,Upto ₹10 Million,0.0,0.0,0.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.35019135493452,5.671232876712328,,9.716156325543915,0.0,0.0,0,0,1,1,No,Yes,,
1860,11372.5,464.12,20.3,2,Unknown,60.0,No,2.0,Negative Profits,More than ₹500 Million,650000000.0,0.0,0.0,No,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.73923245104776,11.18082191780822,,,0.5,0.0,0,0,1,0,No,Yes,453.0,0.252
2029,512.5,61.8,321.8,1,Unknown,,No,2.0,Negative Profits,₹100 - ₹500 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.265259848402176,3.416438356164384,,0.2733150684931507,0.5,0.0,0,0,1,0,No,No,,
3768,268.5,97.1,70.0,1,Unknown,33.0,No,2.0,Negative Profits,₹10 - ₹50 Million,0.0,18.6,87.5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.07073930138886,5.96986301369863,,2.213419693752764,0.0,1.0,0,0,2,0,No,Yes,510.0,-0.445
1144,59526.3,2491.82,11483.3,1,More than ₹1000 Million,32.0,No,5.0,Negative Profits,More than ₹500 Million,0.0,31.875,54.25,No,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.766629710945934,6.454794520547945,9507.711926060405,,0.0,0.25,0,0,2,7,No,No,453.0,0.252
3516,2287.2,,394.1,1,Unknown,38.0,Yes,4.0,Negative Profits,₹100 - ₹500 Million,0.0,12.375,208.25,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,10.91457491769467,5.065753424657534,,11.60735627224679,0.0,0.5,0,0,1,0,No,No,640.0,-0.107
192,7927.6,6102.53,1398.0,1,Unknown,31.0,No,4.0,Negative Profits,More than ₹500 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.051561217287704,6.065753424657534,156.5736105675147,20.21917808219178,0.0,1.0,0,0,1,0,No,No,453.0,0.252
105,355.3085622,2729.13,21.993648,2,Unknown,,No,1.0,Upto ₹10 Million,₹50 - ₹100 Million,0.0,21.0,14.0,No,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.33375299806069,5.761643835616439,,,0.0,0.0,0,2,0,0,No,No,612.0,-0.169
2917,62.0,,4.5,1,Unknown,30.0,No,2.0,Negative Profits,Upto ₹10 Million,0.0,0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25978039682366,3.241095890410959,,,0.0,1.0,0,0,1,0,No,No,330.0,0.771
1796,2716.7,3118.93,570.4,1,₹500 - ₹1000 Million,37.0,Yes,3.0,Negative Profits,₹100 - ₹500 Million,0.0,29.2,191.625,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.525533820876934,1.383561643835616,303.5717808219179,,0.0,0.0,0,0,1,1,No,Yes,453.0,0.252
1352,3830.6,8227.54,1000.0,1,Unknown,42.0,Yes,2.0,Negative Profits,₹50 - ₹100 Million,60567279.0,31.75,185.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8.522794094618405,4.810958904109589,,,0.0,1.0,0,0,0,1,No,No,,
3764,135.0,,15.0,1,Unknown,29.0,Yes,1.0,Unknown,Unknown,32000000.0,25.0,42.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.372109164400399,3.942465753424658,,-0.01917790182205031,0.0,0.0,0,0,1,0,No,No,659.0,0.91
3735,572.9,11099.4,236.1,1,More than ₹1000 Million,,Yes,1.0,₹10 - ₹50 Million,Unknown,1566000000.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9.213205054796264,2.783561643835617,19.44657534246575,0.3402130898021309,0.0,0.0,0,0,1,1,No,No,618.0,0.116
3889,3371.3,2418.35,510.0,1,Unknown,26.0,No,2.0,Negative Profits,More than ₹500 Million,995120000.0,19.2,31.5,No,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.95841053433058,3.021917808219178,,1.153823163138232,0.5,1.0,0,0,1,0,No,Yes,330.0,0.771
3658,408.2,,110.0,1,₹50 - ₹250 Million,36.0,Yes,3.0,Negative Profits,Upto ₹10 Million,0.0,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.725533821879122,2.131506849315068,113.3661187214612,-0.003085516691049173,0.0,0.0,0,0,3,0,No,Yes,453.0,0.252
3777,1913.8,121068.45,1030.0,1,₹500 - ₹1000 Million,26.0,Yes,1.0,Negative Profits,₹100 - ₹500 Million,900000000.0,3.6,35.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.821424232900494,3.054794520547945,288.1080626223092,,0.0,0.0,0,0,1,2,No,Yes,,
3011,700.1,,110.0,1,More than ₹1000 Million,,Yes,4.0,Negative Profits,₹100 - ₹500 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.00498587632826,4.408219178082192,725.047495107632,,0.0,0.3333333333333333,0,0,2,0,No,No,,
3781,8034.1,4782.75,230.0,1,More than ₹1000 Million,,No,1.0,Negative Profits,Unknown,3000000000.0,2.5,0.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.26799957536831,5.838356164383562,1566.569470614229,,0.0,0.0,0,0,1,0,No,No,659.0,0.91
1675,1079.9,6242.44,110.4,1,Upto ₹50 Million,34.0,Yes,3.0,Upto ₹10 Million,₹50 - ₹100 Million,0.0,27.0,92.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.467999574236587,1.956164383561644,68.46575342465754,,0.3333333333333333,0.5,0,0,3,1,No,Yes,453.0,0.252
1755,490.0,117210.38,55.0,1,Unknown,48.0,Yes,1.0,Negative Profits,₹100 - ₹500 Million,0.0,18.5,133.25,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11.48443793044302,6.413698630136986,,-2.45817920555756,0.0,0.0,0,0,1,0,No,No,510.0,-0.445
2388,12065.7,,4020.0,,Unknown,42.0,Yes,3.0,Negative Profits,More than ₹500 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.237862588319508,-4.112328767123287,,,0.3333333333333333,1.0,0,0,1,0,No,No,577.0,0.163
1867,404.4,68949.66,100.0,1,Unknown,44.0,Yes,3.0,Negative Profits,₹10 - ₹50 Million,0.0,17.5,14.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.950191355160959,4.410958904109589,1.897716894977169,0.2405977584059776,0.6666666666666666,0.5,0,0,1,0,No,No,453.0,0.252
3851,300.0,,22.8,1,₹50 - ₹250 Million,48.0,Yes,2.0,Negative Profits,Upto ₹10 Million,2230000.0,20.25,262.5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.289917383625127,3.273972602739726,37.12737116764514,-3.807487697832158,0.0,0.0,0,0,1,1,No,No,,
3749,11574.2,7329.56,838.7,1,More than ₹1000 Million,37.0,Yes,3.0,Negative Profits,₹100 - ₹500 Million,0.0,17.4,138.25,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.994026972611809,3.893150684931507,962.5975029354207,7.682484018264841,0.0,0.5,0,0,1,2,No,Yes,,
1603,1235.0,,35.0,1,Unknown,54.0,Yes,2.0,Negative Profits,Upto ₹10 Million,0.0,31.5,105.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.30635573858327,9.578082191780823,,0.1924096733425907,0.0,1.0,1,0,2,1,No,Yes,453.0,0.252
3741,2588.4,98.0,560.0,1,₹500 - ₹1000 Million,44.0,No,3.0,Negative Profits,More than ₹500 Million,0.0,23.75,173.25,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.078958479456874,1.145205479452055,63.70622309197652,14.62539429897405,0.3333333333333333,0.5,1,0,0,0,Yes,No,532.0,-0.461
995,35585.2,98574.51,4440.4,1,Unknown,38.0,Yes,2.0,Negative Profits,More than ₹500 Million,0.0,4.85,133.5,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.60772560127232,9.301369863013699,,17.99204107672383,0.0,0.0,0,0,0,3,No,No,453.0,0.252
465,600.0,90.1,73.4,1,Upto ₹50 Million,44.0,Yes,3.0,Negative Profits,Upto ₹10 Million,0.0,44.65,303.625,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.207725600994388,2.306849315068493,9.508986301369863,1.214364306541233,0.3333333333333333,0.0,0,0,1,1,No,No,453.0,0.252
2816,1043.2,733.6,225.6,1,Unknown,31.0,Yes,2.0,Negative Profits,Upto ₹10 Million,40000000.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.421424232384799,1.161643835616438,,,0.0,1.0,0,0,3,0,No,No,453.0,0.252
2781,149.7,439.97,46.5,1,Upto ₹50 Million,36.0,No,5.0,Negative Profits,₹10 - ₹50 Million,0.0,36.76875,211.75,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.585807794009355,0.3232876712328767,6.527990867579908,,0.2,0.3333333333333333,0,0,1,0,No,No,,
3166,841.3,34.7,338.2,,₹50 - ₹250 Million,32.0,Yes,3.0,Negative Profits,Unknown,0.0,8.925,186.25,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9.09813656134329,1.161643835616438,0.7876125244618394,1.098736796239397,0.0,0.5,0,0,1,1,No,Yes,330.0,0.771
2132,10585.6,,218.7,,₹500 - ₹1000 Million,30.0,No,2.0,Negative Profits,₹100 - ₹500 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.377588615581082,3.279452054794521,1332.933287671233,,0.0,1.0,0,0,1,0,No,Yes,453.0,0.252
1237,5750.0,,1677.5,1,Unknown,46.0,Yes,3.0,Negative Profits,More than ₹500 Million,511000000.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13.19402697127077,11.88219178082192,,0.8759334661755223,0.6666666666666666,0.0,1,1,3,0,No,No,453.0,0.252
2382,2726.1,2570.46,1000.0,,More than ₹1000 Million,37.0,No,3.0,₹100 - ₹500 Million,More than ₹500 Million,7995000.0,0.0,0.0,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.341972177357464,3.07945205479452,1151.919536354057,,0.3333333333333333,0.0,0,0,2,0,No,No,,
3939,6778.7,2770.58,780.0,1,Unknown,45.0,No,3.0,Negative Profits,More than ₹500 Million,0.0,22.85,295.75,No,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.974848890521278,-3.29041095890411,,,0.0,0.0,0,0,1,3,No,No,266.0,-0.145
213,157.4,395.63,14.7,1,₹50 - ₹250 Million,32.0,Yes,2.0,Negative Profits,₹10 - ₹50 Million,0.0,21.75,94.5,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.385807792640981,3.002739726027397,48.74126027397261,,0.5,0.0,0,0,6,5,No,Yes,453.0,0.252
1037,9098.7,55696.46,6364.1,1,More than ₹1000 Million,45.0,No,1.0,Negative Profits,More than ₹500 Million,350000000.0,15.6,136.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.651561217735477,2.468493150684932,3906.80676093681,,0.0,0.0,0,0,0,1,No,No,510.0,-0.445
3818,235.9,,60.0,1,₹50 - ₹250 Million,47.0,Yes,3.0,Negative Profits,₹50 - ₹100 Million,15000000.0,6.5,171.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.950191356209602,2.353424657534247,31.63117808219178,1.49443673627496,0.0,1.0,0,0,1,0,No,No,,
901,153900.0,5816.0,22420.0,1,More than ₹1000 Million,32.0,No,2.0,Negative Profits,More than ₹500 Million,4000000000.0,5.4,73.5,,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.651561217661244,5.64931506849315,4125.877270711024,2.965890410958904,0.0,1.0,0,0,1,5,No,No,453.0,0.252
1621,10454.0,3627.39,1852.3,2,Unknown,50.0,Yes,5.0,Negative Profits,More than ₹500 Million,800000000.0,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.61046532763372,9.243835616438357,,200.421033437796,0.4,0.5,0,0,3,1,No,Yes,453.0,0.252
2821,92.0,2977.28,20.0,1,Upto ₹50 Million,31.0,Yes,2.0,Negative Profits,₹10 - ₹50 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.821424232387431,3.720547945205479,6.988913242009131,,0.0,1.0,0,0,1,0,No,No,,
742,4653.7,733.6,1270.0,1,₹250 - ₹500 Million,36.0,Yes,3.0,Negative Profits,More than ₹500 Million,122000000.0,28.8,108.5,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.098136560043633,5.098630136986301,175.1756978896705,5.028785888534434,0.0,1.0,2,0,5,1,No,No,453.0,0.252
3467,1321.7,6594.02,280.7,1,More than ₹1000 Million,49.0,Yes,2.0,Negative Profits,More than ₹500 Million,230000000.0,10.5,185.5,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.224163958764905,3.375342465753425,-62.61589041095891,16.04781938040557,0.5,0.0,0,0,1,0,No,No,,
3053,22261.5,117.4,9431.9,1,Unknown,,No,1.0,₹100 - ₹500 Million,More than ₹500 Million,0.0,0.0,0.0,No,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.90635573936473,13.64109589041096,,,0.0,0.0,0,0,0,3,No,No,,
2634,20480.5,2282.34,5070.0,1,Unknown,39.0,No,6.0,Negative Profits,More than ₹500 Million,0.0,18.25,56.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.30635573913556,8.961643835616439,,,0.0,0.25,0,0,1,1,No,No,453.0,0.252
1207,193414.0,,18597.5,1,More than ₹1000 Million,43.0,Yes,1.0,Negative Profits,More than ₹500 Million,1998000000.0,11.6,108.5,No,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.91731464248776,6.723287671232876,1089.520634050881,0.1477645642029204,0.0,0.0,0,0,0,3,No,Yes,453.0,0.252
510,790.4,,180.0,1,More than ₹1000 Million,28.0,Yes,5.0,Negative Profits,₹100 - ₹500 Million,0.0,21.39375,95.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.859780395538306,1.36986301369863,1738.935479452055,16.53175591531756,0.0,0.5,0,0,1,4,No,Yes,,
598,12190.9,450.32,1871.5,1,Unknown,44.0,Yes,2.0,Negative Profits,More than ₹500 Million,400000000.0,32.5,98.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.46799957366667,7.843835616438356,,0.9001122838535819,0.5,0.0,0,0,1,1,No,No,453.0,0.252
1787,295.2,,70.0,2,₹50 - ₹250 Million,42.0,Yes,2.0,Negative Profits,₹50 - ₹100 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525533820871449,1.454794520547945,49.12838356164384,1.196685815289439,0.5,0.0,0,0,2,0,No,Yes,,
982,380.0,,45.0,1,₹50 - ₹250 Million,32.0,Yes,4.0,Negative Profits,Unknown,0.0,23.8125,80.5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.931013272498287,3.901369863013699,0.1893881278538813,1.255223347230494,0.0,0.0,2,0,4,0,No,No,569.0,0.996
2016,12000.0,203.13,1541.8,1,₹500 - ₹1000 Million,32.0,Yes,2.0,Negative Profits,Unknown,2212100000.0,25.5,63.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.687177656614029,7.260273972602739,207.625831702544,26.78211274663601,0.0,0.0,0,0,1,4,No,No,453.0,0.252
3473,308.2,464.3,28.2,1,₹50 - ₹250 Million,40.0,Yes,3.0,Negative Profits,₹10 - ₹50 Million,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.848821493014619,1.671232876712329,100.4652054794521,0.3055023449369175,0.0,1.0,0,0,1,0,No,Yes,510.0,-0.445
519,350.0,2260.41,20.3,1,₹500 - ₹1000 Million,33.0,Yes,2.0,Negative Profits,₹50 - ₹100 Million,0.0,17.4,131.25,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.635122861296518,0.9726027397260274,88.45821917808219,0.3536737235367373,0.0,0.0,1,1,1,0,Yes,Yes,,
1628,166.6,1138.0,36.6,1,Unknown,42.0,Yes,2.0,Negative Profits,Upto ₹10 Million,0.0,17.75,187.25,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9.766629711198915,3.545205479452055,,0.6752772341813437,0.0,0.0,0,0,2,0,No,No,569.0,0.996
768,2900.4,1235.3,600.5,1,₹500 - ₹1000 Million,38.0,Yes,1.0,Negative Profits,More than ₹500 Million,105000000.0,33.75,70.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.147451628550355,5.032876712328767,349.4111350293542,0.3212474497231133,1.0,0.0,0,0,1,1,No,Yes,453.0,0.252
2603,1024.8,,323.0,1,₹250 - ₹500 Million,33.0,Yes,4.0,Negative Profits,Upto ₹10 Million,0.0,15.625,86.125,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.347451629529871,2.580821917808219,176.6642374429223,0.1766664400557463,0.0,0.3333333333333333,0,0,2,1,No,Yes,,
2847,81.0,,13.9,1,Unknown,29.0,Yes,3.0,Unknown,Unknown,0.0,15.6,38.5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.81320505431903,4.298630136986302,,0.4039519431063834,0.0,1.0,1,0,2,1,Yes,No,618.0,0.116
422,539.0,13724.9,245.0,1,Unknown,30.0,No,2.0,Negative Profits,More than ₹500 Million,800000000.0,24.8,82.25,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.31731464206792,3.063013698630137,,,0.0,0.0,0,0,3,0,No,Yes,266.0,-0.145
124,34.00081576,1954.03,5.132198606,1,Unknown,24.0,Yes,3.0,Negative Profits,₹10 - ₹50 Million,0.0,8.625,70.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.377588614509893,0.1945205479452055,,0.3437341378900689,0.3333333333333333,0.0,3,0,0,0,Yes,No,266.0,-0.145
